Age,Attrition,Department,JobRole,MonthlyIncome,JobSatisfaction,YearsAtCompany,OverTime,EducationField,WorkLifeBalance,PerformanceRating,DistanceFromHome,NumCompaniesWorked,MaritalStatus,Gender,EnvironmentSatisfaction,RelationshipSatisfaction,StockOptionLevel
38,No,Research & Development,Manufacturing Director,51394,4,12,No,Medical,3,3,18,9,Married,Male,3,4,3
54,No,Research & Development,Manufacturing Director,90061,1,25,Yes,Other,4,3,17,9,Single,Female,2,2,1
55,No,Sales,Sales Representative,73003,3,4,No,Technical Degree,1,4,28,1,Married,Female,3,3,3
18,No,Sales,Sales Representative,91310,4,0,No,Marketing,4,3,10,9,Single,Female,4,1,0
42,No,Research & Development,Research Director,99801,1,0,No,Other,4,3,2,6,Married,Female,4,4,2
53,No,Research & Development,Healthcare Representative,74220,4,2,No,Technical Degree,1,3,24,8,Divorced,Male,2,4,0
34,No,Human Resources,Manager,68928,1,18,No,Other,3,3,11,4,Married,Male,3,3,0
58,No,Human Resources,Manager,37756,4,5,No,Human Resources,2,3,24,7,Married,Male,3,3,1
41,Yes,Research & Development,Healthcare Representative,120626,4,2,Yes,Medical,3,3,3,4,Married,Female,4,1,0
19,Yes,Research & Development,Research Scientist,25300,2,3,No,Medical,3,3,23,6,Divorced,Female,3,2,1
57,No,Research & Development,Research Director,68324,1,6,No,Other,2,3,23,6,Married,Female,1,4,1
32,No,Research & Development,Manufacturing Director,88318,1,7,No,Medical,4,4,2,8,Single,Male,3,2,2
49,Yes,Sales,Sales Executive,88708,1,1,No,Life Sciences,2,3,9,2,Married,Male,4,4,0
56,Yes,Research & Development,Laboratory Technician,32657,1,26,No,Other,1,4,19,0,Single,Female,1,4,2
23,No,Sales,Sales Representative,53242,4,5,Yes,Human Resources,2,3,2,1,Divorced,Male,1,1,2
18,Yes,Research & Development,Manufacturing Director,42629,2,1,Yes,Other,4,3,28,5,Married,Female,3,4,0
40,No,Research & Development,Manufacturing Director,20000,2,15,No,Other,3,3,19,9,Married,Male,4,4,0
56,Yes,Sales,Manager,68649,3,0,No,Medical,3,3,2,9,Single,Male,4,3,3
34,No,Research & Development,Research Director,44906,1,16,Yes,Human Resources,2,4,15,8,Married,Female,4,1,3
51,No,Research & Development,Healthcare Representative,107153,3,39,Yes,Other,1,3,24,2,Divorced,Male,1,3,1
58,No,Research & Development,Laboratory Technician,82224,4,8,No,Medical,4,3,21,9,Single,Female,4,4,0
46,No,Sales,Manager,66159,3,10,No,Marketing,3,3,3,1,Married,Female,1,1,1
26,Yes,Research & Development,Healthcare Representative,51764,1,2,No,Human Resources,2,3,5,0,Divorced,Male,1,4,2
30,No,Research & Development,Research Director,68223,2,19,No,Technical Degree,1,3,11,1,Married,Female,2,1,2
23,No,Research & Development,Manufacturing Director,57835,2,5,No,Life Sciences,1,4,27,2,Married,Male,3,2,3
23,No,Research & Development,Healthcare Representative,66947,1,9,No,Technical Degree,3,3,24,6,Married,Male,4,2,1
37,No,Research & Development,Manufacturing Director,118245,4,18,No,Human Resources,3,3,7,1,Married,Female,1,1,0
20,No,Research & Development,Manufacturing Director,35186,1,25,No,Other,4,3,6,4,Single,Male,3,4,0
34,No,Research & Development,Research Scientist,60278,4,12,No,Medical,1,3,14,1,Single,Male,1,1,3
29,Yes,Research & Development,Healthcare Representative,84778,2,2,No,Human Resources,4,3,29,6,Married,Female,3,4,3
18,No,Research & Development,Healthcare Representative,53796,4,23,No,Life Sciences,1,3,1,9,Divorced,Male,1,2,1
34,Yes,Sales,Manager,109255,1,6,No,Human Resources,1,4,26,7,Single,Female,4,4,3
20,No,Sales,Sales Executive,83996,1,18,Yes,Medical,2,3,17,7,Single,Female,2,3,3
43,No,Research & Development,Research Director,44871,1,7,Yes,Technical Degree,3,3,17,7,Married,Male,2,2,3
32,No,Research & Development,Research Scientist,70713,4,2,Yes,Marketing,1,3,14,9,Divorced,Male,2,3,2
53,No,Research & Development,Manufacturing Director,45270,4,3,Yes,Technical Degree,4,3,10,8,Single,Male,1,2,1
49,Yes,Sales,Manager,42693,4,5,Yes,Medical,3,3,8,0,Divorced,Male,3,2,0
49,No,Sales,Sales Representative,61074,2,10,No,Medical,4,3,8,0,Single,Female,4,3,0
21,Yes,Sales,Sales Representative,100385,3,2,No,Life Sciences,3,3,14,9,Divorced,Female,4,1,1
35,Yes,Research & Development,Research Scientist,85872,3,6,No,Human Resources,3,3,7,1,Married,Male,1,4,3
36,Yes,Research & Development,Research Director,64367,1,2,Yes,Human Resources,1,3,6,5,Married,Female,2,2,3
52,Yes,Research & Development,Manufacturing Director,86873,2,11,No,Technical Degree,2,3,4,0,Married,Female,1,4,0
57,No,Research & Development,Healthcare Representative,72521,4,4,No,Marketing,1,4,1,4,Divorced,Male,3,2,2
31,No,Research & Development,Research Scientist,32242,1,0,No,Marketing,3,3,15,4,Single,Female,2,4,1
50,No,Research & Development,Research Director,60936,2,1,No,Life Sciences,1,4,25,3,Single,Female,1,2,3
31,Yes,Research & Development,Healthcare Representative,62951,1,0,Yes,Medical,1,3,15,4,Married,Male,3,1,2
51,No,Research & Development,Laboratory Technician,86327,2,4,Yes,Life Sciences,3,3,1,0,Divorced,Male,2,2,2
21,Yes,Research & Development,Laboratory Technician,49138,2,0,No,Human Resources,3,4,20,5,Married,Female,4,1,3
41,No,Research & Development,Healthcare Representative,39445,3,0,Yes,Other,1,4,3,6,Married,Male,3,2,1
46,Yes,Research & Development,Research Scientist,63724,1,19,No,Other,1,3,23,7,Married,Male,4,4,1
36,No,Research & Development,Laboratory Technician,46928,4,14,No,Other,1,3,5,1,Single,Female,3,3,0
23,No,Sales,Sales Executive,55941,3,4,No,Medical,4,3,5,6,Divorced,Female,2,2,0
50,Yes,Research & Development,Healthcare Representative,62735,3,29,Yes,Life Sciences,1,3,4,5,Divorced,Male,1,2,1
57,No,Research & Development,Healthcare Representative,54274,4,0,No,Technical Degree,4,3,17,8,Married,Male,1,1,3
36,Yes,Sales,Sales Representative,91969,2,6,No,Human Resources,2,3,21,7,Married,Male,1,4,1
18,No,Research & Development,Research Scientist,104600,4,6,No,Other,4,3,20,3,Divorced,Male,1,1,0
22,Yes,Human Resources,Manager,89161,1,4,Yes,Marketing,1,3,14,8,Divorced,Male,3,4,0
44,Yes,Research & Development,Manufacturing Director,20000,4,3,Yes,Life Sciences,2,3,26,0,Married,Male,1,4,0
33,No,Research & Development,Research Scientist,47024,2,4,Yes,Human Resources,4,3,29,5,Married,Male,1,1,1
23,No,Research & Development,Research Director,59997,4,3,Yes,Human Resources,4,4,8,7,Married,Male,3,3,1
57,No,Sales,Sales Representative,20000,2,9,No,Marketing,3,3,2,3,Married,Male,3,4,3
30,Yes,Sales,Sales Representative,40475,2,1,Yes,Marketing,2,4,8,1,Married,Male,2,3,0
52,Yes,Sales,Sales Representative,59639,1,1,No,Marketing,3,3,1,1,Single,Male,3,1,2
36,Yes,Sales,Sales Representative,52428,4,1,No,Other,2,3,29,9,Married,Male,4,3,2
29,Yes,Sales,Sales Representative,65242,4,2,Yes,Other,4,3,4,0,Married,Female,2,4,3
33,No,Sales,Sales Executive,26336,1,5,No,Life Sciences,3,3,19,4,Married,Male,2,1,3
27,Yes,Research & Development,Research Scientist,52112,2,0,No,Marketing,1,3,5,5,Single,Female,1,3,0
42,No,Sales,Sales Representative,69253,4,14,No,Technical Degree,4,3,29,3,Married,Female,1,1,1
37,No,Research & Development,Manufacturing Director,65285,1,2,No,Human Resources,2,4,5,3,Married,Male,4,1,1
48,Yes,Research & Development,Research Scientist,77513,2,1,No,Marketing,2,3,21,4,Single,Female,1,3,2
21,No,Research & Development,Research Director,75880,1,7,No,Human Resources,3,3,28,4,Married,Male,3,4,0
40,No,Research & Development,Healthcare Representative,53601,4,0,No,Medical,3,3,20,8,Divorced,Male,3,4,2
19,No,Sales,Manager,68363,1,6,No,Medical,2,3,24,7,Married,Male,1,4,2
39,No,Sales,Manager,42600,3,8,No,Marketing,4,3,19,8,Married,Male,1,4,0
54,Yes,Sales,Manager,57433,2,1,No,Human Resources,3,4,12,2,Divorced,Male,3,2,3
25,No,Sales,Sales Representative,35442,3,0,No,Medical,1,3,20,2,Single,Male,2,1,2
24,Yes,Sales,Manager,94831,3,3,No,Marketing,2,3,1,0,Divorced,Female,4,1,3
31,Yes,Sales,Sales Executive,57342,2,0,No,Human Resources,1,3,7,9,Single,Female,4,2,1
20,Yes,Sales,Sales Representative,94790,2,0,Yes,Marketing,2,3,17,5,Single,Male,2,1,2
33,Yes,Sales,Manager,73721,1,2,No,Other,1,3,2,3,Married,Male,4,1,0
36,Yes,Research & Development,Manufacturing Director,40201,2,2,No,Human Resources,4,3,11,7,Married,Male,1,3,3
35,Yes,Sales,Sales Representative,72030,3,5,No,Medical,2,3,7,1,Married,Male,1,2,1
33,No,Research & Development,Healthcare Representative,87672,3,7,No,Marketing,4,3,17,1,Divorced,Female,1,1,1
25,No,Research & Development,Laboratory Technician,62827,4,6,No,Medical,3,3,27,6,Divorced,Male,4,1,2
50,Yes,Research & Development,Manufacturing Director,67072,2,1,No,Marketing,2,3,3,4,Married,Male,2,2,1
29,Yes,Sales,Sales Representative,49559,3,1,Yes,Life Sciences,4,3,29,0,Married,Female,1,2,0
28,No,Research & Development,Manufacturing Director,65674,4,14,No,Medical,1,3,22,6,Single,Female,2,3,2
22,No,Research & Development,Manufacturing Director,71661,4,5,No,Medical,4,3,6,6,Single,Male,3,3,1
44,No,Sales,Sales Representative,48793,1,14,No,Technical Degree,2,3,22,9,Married,Male,3,4,0
29,No,Research & Development,Research Director,34779,3,3,No,Other,4,4,11,5,Single,Male,3,4,3
34,Yes,Research & Development,Research Director,101063,1,6,No,Medical,1,3,29,3,Married,Male,4,3,3
23,Yes,Sales,Sales Executive,81915,3,5,No,Human Resources,1,3,18,7,Married,Male,4,1,2
50,Yes,Sales,Sales Executive,49665,1,2,Yes,Marketing,1,3,18,1,Single,Male,1,2,0
22,No,Research & Development,Research Director,71150,1,4,No,Life Sciences,3,3,22,1,Married,Female,3,3,1
45,Yes,Research & Development,Research Scientist,23599,2,4,Yes,Human Resources,2,4,10,1,Single,Male,2,4,2
31,Yes,Sales,Manager,20000,1,1,No,Human Resources,1,3,5,2,Married,Male,4,2,2
22,Yes,Sales,Manager,95355,2,2,No,Human Resources,3,3,23,5,Divorced,Male,2,4,1
50,No,Research & Development,Research Director,71427,4,10,No,Human Resources,1,3,23,0,Married,Male,2,1,0
58,No,Research & Development,Manufacturing Director,63664,3,17,Yes,Life Sciences,4,3,21,1,Single,Female,1,1,1
36,No,Research & Development,Healthcare Representative,71514,4,3,No,Technical Degree,2,3,24,9,Married,Male,1,4,3
39,No,Research & Development,Manufacturing Director,155331,3,2,No,Other,4,3,26,1,Single,Male,2,2,2
22,No,Research & Development,Laboratory Technician,89334,4,1,No,Medical,3,3,22,0,Married,Male,2,4,3
19,No,Research & Development,Research Director,35727,3,7,No,Human Resources,4,3,15,2,Married,Male,2,2,2
47,Yes,Sales,Sales Representative,20000,1,2,No,Medical,4,4,21,9,Married,Male,2,3,1
56,No,Sales,Sales Representative,94527,3,30,No,Medical,1,3,20,6,Divorced,Male,3,4,0
21,No,Research & Development,Laboratory Technician,88970,3,2,No,Human Resources,4,3,23,0,Married,Male,2,4,1
50,Yes,Research & Development,Healthcare Representative,81101,4,3,No,Technical Degree,1,4,4,6,Single,Male,4,2,3
30,Yes,Research & Development,Research Director,42239,4,6,No,Medical,1,3,21,4,Single,Male,1,3,0
37,No,Research & Development,Research Director,75171,4,11,No,Marketing,2,3,21,8,Divorced,Female,4,2,0
24,No,Sales,Manager,44746,2,4,Yes,Medical,3,3,1,1,Single,Female,1,2,2
32,No,Research & Development,Research Scientist,83557,2,3,Yes,Other,3,3,15,0,Married,Female,1,4,0
40,No,Research & Development,Healthcare Representative,92514,3,38,No,Human Resources,3,3,17,8,Married,Female,1,4,2
31,No,Sales,Sales Representative,49782,3,0,No,Life Sciences,1,3,19,7,Married,Male,4,2,0
40,Yes,Sales,Sales Executive,96690,1,15,Yes,Medical,3,3,14,9,Married,Female,1,1,0
36,No,Research & Development,Research Director,68215,1,1,No,Technical Degree,1,4,27,5,Married,Male,2,1,2
46,Yes,Sales,Sales Representative,78772,3,10,No,Marketing,2,3,19,4,Married,Male,2,1,0
37,No,Research & Development,Laboratory Technician,28330,2,6,No,Marketing,3,3,18,7,Divorced,Male,3,4,1
46,No,Sales,Sales Representative,71502,3,2,No,Life Sciences,1,3,28,7,Married,Male,3,4,0
41,No,Research & Development,Manufacturing Director,46083,1,14,No,Other,3,3,2,4,Married,Female,3,3,3
35,Yes,Sales,Manager,78289,2,0,No,Life Sciences,3,3,6,6,Married,Male,2,4,2
27,Yes,Research & Development,Research Director,106080,2,1,No,Other,2,3,13,0,Married,Male,4,3,2
58,No,Research & Development,Healthcare Representative,73106,1,5,No,Medical,4,3,17,3,Divorced,Male,3,4,1
25,No,Research & Development,Manufacturing Director,39776,3,3,No,Human Resources,3,4,6,1,Single,Male,2,1,3
43,No,Research & Development,Research Director,82541,4,6,Yes,Technical Degree,2,3,21,9,Married,Male,1,1,0
46,Yes,Research & Development,Research Scientist,76250,3,0,Yes,Marketing,3,3,22,2,Divorced,Male,4,2,1
27,No,Sales,Manager,122640,3,0,No,Life Sciences,3,4,5,0,Married,Male,4,2,0
34,No,Research & Development,Research Scientist,72111,1,0,No,Technical Degree,3,3,7,1,Single,Female,2,3,1
19,Yes,Research & Development,Laboratory Technician,48606,2,1,No,Other,3,3,1,0,Married,Male,2,3,2
23,No,Research & Development,Research Director,86577,1,4,No,Human Resources,4,3,13,7,Divorced,Male,1,2,3
22,No,Research & Development,Research Scientist,61425,3,9,No,Marketing,4,3,19,3,Divorced,Female,1,3,2
45,No,Sales,Manager,67247,4,16,No,Marketing,3,4,22,2,Married,Female,1,4,1
58,No,Sales,Manager,39002,4,12,No,Other,3,3,1,0,Single,Male,4,1,0
22,No,Research & Development,Healthcare Representative,61571,4,1,No,Human Resources,2,3,13,1,Divorced,Male,4,2,3
35,No,Research & Development,Research Scientist,65862,1,4,Yes,Marketing,2,3,11,2,Married,Female,3,2,0
43,Yes,Research & Development,Research Director,61406,2,1,No,Human Resources,1,3,27,2,Divorced,Male,3,4,2
37,No,Research & Development,Manufacturing Director,48455,1,2,No,Marketing,4,3,7,5,Married,Male,3,3,0
58,No,Human Resources,Human Resources,73070,4,4,No,Medical,3,3,20,9,Single,Male,4,2,1
44,Yes,Research & Development,Research Scientist,39142,3,0,No,Other,4,3,3,7,Married,Female,1,2,3
29,Yes,Sales,Sales Representative,32548,2,1,No,Human Resources,2,3,26,5,Single,Female,3,4,3
24,Yes,Sales,Manager,84867,1,19,No,Technical Degree,4,3,25,1,Married,Female,1,1,3
20,No,Sales,Manager,82297,1,4,No,Medical,4,3,1,1,Divorced,Male,1,2,1
27,No,Sales,Manager,28387,2,4,Yes,Technical Degree,3,3,8,6,Married,Male,1,2,0
51,Yes,Sales,Sales Representative,20000,2,0,No,Other,3,4,17,0,Divorced,Male,3,4,3
42,Yes,Sales,Manager,36755,3,1,Yes,Marketing,2,4,13,0,Married,Female,3,2,2
52,No,Sales,Sales Representative,61407,2,14,No,Technical Degree,3,3,14,6,Married,Female,1,2,2
33,No,Sales,Manager,97321,3,1,Yes,Medical,2,4,5,8,Divorced,Male,3,1,2
19,No,Research & Development,Research Scientist,60723,4,3,No,Human Resources,2,3,26,4,Married,Female,2,2,2
41,Yes,Sales,Sales Representative,43457,4,0,Yes,Life Sciences,1,3,24,0,Married,Male,3,4,2
27,No,Research & Development,Manufacturing Director,69160,1,4,Yes,Technical Degree,1,3,22,4,Married,Male,1,1,1
55,No,Research & Development,Research Scientist,61807,4,0,No,Life Sciences,1,3,23,0,Married,Female,1,1,0
39,No,Human Resources,Manager,26331,4,11,No,Other,4,3,27,9,Single,Male,4,1,1
43,No,Sales,Sales Executive,26498,3,12,Yes,Technical Degree,1,3,24,8,Divorced,Male,4,3,2
56,No,Research & Development,Laboratory Technician,27250,1,10,No,Technical Degree,3,4,29,3,Divorced,Male,1,4,2
44,No,Human Resources,Manager,134435,2,2,No,Human Resources,3,3,6,8,Married,Female,2,3,3
46,No,Research & Development,Healthcare Representative,89079,1,12,No,Marketing,1,3,27,1,Married,Female,4,2,3
55,No,Research & Development,Manufacturing Director,48375,4,5,Yes,Medical,4,3,22,6,Married,Female,1,1,0
37,Yes,Sales,Manager,96031,2,3,No,Medical,2,3,27,1,Married,Female,4,3,0
44,Yes,Sales,Sales Executive,49094,1,6,Yes,Medical,4,3,6,3,Married,Male,4,2,0
58,Yes,Research & Development,Manufacturing Director,95105,1,0,No,Other,4,3,21,5,Divorced,Male,1,3,1
37,No,Research & Development,Research Scientist,67248,1,1,Yes,Marketing,2,3,8,1,Married,Female,3,1,3
36,No,Research & Development,Healthcare Representative,46552,1,9,No,Life Sciences,2,3,13,1,Single,Male,2,2,0
37,Yes,Research & Development,Manufacturing Director,84034,3,1,Yes,Medical,2,3,18,1,Divorced,Female,3,1,3
52,No,Sales,Manager,68850,1,6,No,Life Sciences,3,3,23,2,Married,Female,1,1,3
19,No,Research & Development,Manufacturing Director,76151,4,3,No,Marketing,2,3,4,4,Divorced,Female,1,3,3
47,No,Sales,Manager,71034,4,13,Yes,Other,2,3,17,8,Single,Male,2,4,3
51,Yes,Research & Development,Laboratory Technician,70740,3,21,Yes,Marketing,4,3,29,5,Single,Male,1,2,3
39,No,Research & Development,Healthcare Representative,87415,2,15,No,Human Resources,4,4,5,8,Divorced,Female,4,2,3
20,No,Research & Development,Laboratory Technician,137346,2,2,No,Medical,1,3,3,9,Single,Female,2,4,1
23,No,Sales,Manager,99966,4,1,No,Other,4,4,4,4,Divorced,Female,3,2,2
32,No,Sales,Sales Executive,71150,4,4,No,Human Resources,2,4,23,5,Divorced,Male,2,3,3
44,No,Research & Development,Manufacturing Director,56303,3,0,No,Medical,3,3,5,9,Married,Male,3,2,1
27,Yes,Sales,Sales Executive,59379,2,0,No,Marketing,4,3,14,7,Single,Female,1,3,0
26,No,Research & Development,Research Director,29828,2,5,Yes,Marketing,4,4,15,2,Married,Female,3,2,1
50,Yes,Sales,Sales Executive,83607,1,5,No,Technical Degree,2,4,20,1,Divorced,Female,3,3,1
49,Yes,Research & Development,Manufacturing Director,36582,1,36,Yes,Technical Degree,4,3,17,2,Married,Male,3,4,1
23,Yes,Research & Development,Laboratory Technician,54571,1,1,No,Marketing,4,3,6,8,Married,Female,2,2,3
58,Yes,Sales,Sales Executive,83769,3,2,No,Marketing,2,3,27,5,Married,Male,4,3,0
53,No,Research & Development,Research Director,58354,4,0,No,Life Sciences,4,3,10,9,Single,Female,3,1,1
19,No,Sales,Sales Representative,51215,3,17,No,Life Sciences,3,3,22,3,Divorced,Male,2,1,0
46,No,Sales,Sales Representative,31470,2,10,No,Human Resources,1,3,23,9,Divorced,Male,2,1,1
21,No,Human Resources,Manager,98749,4,12,No,Technical Degree,4,3,16,2,Divorced,Female,4,2,3
18,No,Research & Development,Laboratory Technician,41669,1,16,Yes,Technical Degree,3,3,17,1,Married,Male,2,3,1
36,No,Research & Development,Healthcare Representative,48595,3,5,No,Marketing,4,3,14,3,Married,Male,1,1,1
43,Yes,Sales,Sales Executive,20000,3,4,No,Marketing,1,3,20,8,Single,Male,1,2,0
42,No,Research & Development,Research Scientist,64443,1,2,No,Human Resources,2,3,12,3,Married,Female,1,3,0
27,No,Research & Development,Research Director,55667,3,6,Yes,Other,1,4,9,4,Married,Male,4,1,0
32,No,Research & Development,Research Scientist,70092,1,4,Yes,Other,4,3,15,7,Divorced,Male,2,1,2
39,Yes,Research & Development,Research Director,32110,2,4,Yes,Other,1,3,12,1,Divorced,Female,1,2,0
38,No,Research & Development,Research Director,85557,4,19,Yes,Technical Degree,1,3,14,2,Divorced,Male,3,3,1
39,No,Research & Development,Research Director,20000,2,28,No,Life Sciences,2,3,26,5,Divorced,Male,2,2,2
53,No,Research & Development,Research Scientist,62419,2,11,No,Other,4,3,22,6,Divorced,Male,1,1,0
51,Yes,Research & Development,Research Director,68233,1,9,No,Medical,1,3,18,3,Single,Female,2,2,3
47,No,Human Resources,Manager,66617,3,7,No,Human Resources,1,3,20,0,Divorced,Male,1,2,0
42,Yes,Sales,Sales Executive,69417,2,1,No,Other,2,3,6,6,Married,Female,3,1,3
45,No,Research & Development,Research Director,87082,2,0,Yes,Medical,3,3,4,8,Married,Male,2,1,2
18,Yes,Research & Development,Manufacturing Director,102091,2,8,No,Other,4,3,26,0,Single,Female,1,3,3
21,No,Sales,Sales Representative,60642,3,9,No,Life Sciences,3,4,23,0,Married,Female,1,3,2
24,Yes,Sales,Sales Representative,37900,3,0,Yes,Life Sciences,3,3,12,0,Married,Male,3,1,3
26,No,Research & Development,Research Director,80700,1,18,No,Other,2,3,13,9,Married,Male,3,1,0
53,Yes,Research & Development,Healthcare Representative,57153,2,0,No,Medical,2,3,19,6,Married,Female,1,4,2
36,Yes,Research & Development,Research Director,100409,4,2,Yes,Human Resources,4,3,22,8,Divorced,Male,1,4,1
18,No,Sales,Sales Representative,48144,3,7,Yes,Medical,3,3,13,2,Divorced,Female,4,3,1
27,Yes,Research & Development,Laboratory Technician,40975,1,1,No,Human Resources,1,3,12,7,Married,Male,4,2,1
53,Yes,Sales,Sales Representative,69026,2,0,Yes,Other,3,3,20,8,Married,Female,2,1,0
26,Yes,Sales,Manager,20000,4,2,No,Human Resources,2,3,3,2,Single,Male,2,1,1
59,Yes,Sales,Sales Representative,51911,3,10,Yes,Marketing,1,4,28,2,Married,Female,4,2,2
49,No,Research & Development,Research Scientist,55764,4,3,No,Technical Degree,1,3,3,0,Single,Male,1,3,1
49,No,Research & Development,Manufacturing Director,71173,3,7,No,Technical Degree,2,3,14,1,Divorced,Male,3,4,2
23,No,Research & Development,Research Director,37104,1,6,No,Life Sciences,1,3,18,6,Married,Male,2,3,1
55,No,Research & Development,Research Scientist,40373,4,0,No,Marketing,3,4,27,2,Single,Male,1,2,3
34,No,Research & Development,Manufacturing Director,97393,2,31,No,Technical Degree,2,4,19,6,Married,Male,3,1,2
27,No,Research & Development,Research Director,64623,2,0,No,Other,4,3,29,4,Married,Male,3,4,1
44,No,Research & Development,Healthcare Representative,89209,3,24,No,Human Resources,2,3,28,9,Married,Female,1,2,1
52,No,Research & Development,Research Director,49829,2,5,Yes,Human Resources,4,3,10,7,Single,Male,1,1,1
38,No,Research & Development,Laboratory Technician,63475,4,23,Yes,Medical,4,3,17,4,Divorced,Female,2,3,2
42,Yes,Research & Development,Laboratory Technician,71006,1,0,No,Medical,2,3,15,2,Single,Male,4,4,2
45,Yes,Sales,Manager,113931,3,4,No,Human Resources,2,3,19,8,Single,Male,1,1,1
32,Yes,Research & Development,Research Scientist,58906,4,1,No,Other,4,3,9,6,Single,Male,4,1,3
21,No,Research & Development,Manufacturing Director,60344,3,0,No,Human Resources,4,4,4,4,Married,Female,2,1,2
46,Yes,Sales,Sales Representative,95748,1,6,No,Medical,1,4,15,6,Single,Female,4,1,2
26,Yes,Research & Development,Research Scientist,54365,3,1,No,Technical Degree,2,3,19,9,Single,Male,4,1,3
44,No,Research & Development,Healthcare Representative,72969,2,6,No,Life Sciences,2,3,16,8,Married,Female,3,3,0
43,Yes,Research & Development,Laboratory Technician,93306,2,0,Yes,Medical,1,4,8,4,Married,Male,2,2,3
36,No,Research & Development,Healthcare Representative,48876,3,2,No,Other,2,3,17,6,Single,Male,1,4,1
45,Yes,Research & Development,Research Director,74532,1,10,No,Technical Degree,1,3,21,8,Single,Male,4,3,2
34,Yes,Sales,Manager,113875,1,4,No,Technical Degree,1,3,1,0,Married,Male,2,4,2
58,No,Research & Development,Manufacturing Director,90796,2,6,No,Technical Degree,2,3,7,3,Single,Male,3,1,2
59,No,Research & Development,Laboratory Technician,72978,1,7,No,Marketing,3,3,21,0,Married,Female,3,2,2
37,No,Research & Development,Laboratory Technician,58719,3,12,No,Marketing,4,3,18,7,Single,Male,4,1,0
57,No,Sales,Sales Representative,48079,4,2,Yes,Technical Degree,2,3,12,2,Single,Female,4,3,2
56,No,Research & Development,Research Scientist,37330,3,8,Yes,Other,3,3,16,1,Married,Male,1,3,2
40,No,Research & Development,Manufacturing Director,107269,2,22,No,Human Resources,1,3,1,3,Single,Male,2,4,0
49,No,Research & Development,Laboratory Technician,101833,2,9,No,Other,3,3,27,2,Single,Female,1,1,1
50,No,Research & Development,Manufacturing Director,46600,2,4,Yes,Marketing,2,4,15,4,Married,Female,1,1,1
22,Yes,Research & Development,Laboratory Technician,74455,1,6,No,Medical,2,3,7,7,Divorced,Female,3,2,0
51,Yes,Sales,Sales Executive,68117,3,9,Yes,Marketing,3,3,28,9,Married,Male,2,2,1
57,No,Sales,Manager,98163,4,6,No,Human Resources,2,3,17,7,Divorced,Female,1,1,1
28,Yes,Sales,Manager,75718,3,0,No,Life Sciences,4,3,3,6,Divorced,Female,3,4,3
20,Yes,Research & Development,Laboratory Technician,64361,4,1,No,Marketing,3,3,11,7,Divorced,Male,4,2,3
50,Yes,Sales,Sales Executive,49832,3,11,Yes,Other,1,3,6,4,Married,Male,1,1,3
28,No,Research & Development,Research Scientist,74544,2,2,No,Other,3,3,6,9,Married,Male,4,1,0
33,No,Research & Development,Healthcare Representative,55250,4,9,No,Technical Degree,3,3,15,9,Married,Male,2,1,2
35,No,Research & Development,Healthcare Representative,71179,3,3,No,Technical Degree,3,3,7,5,Single,Male,1,3,0
47,No,Research & Development,Research Scientist,62872,1,5,No,Technical Degree,3,3,11,7,Married,Female,4,4,0
27,Yes,Research & Development,Manufacturing Director,54570,1,0,No,Life Sciences,1,3,27,0,Divorced,Male,4,1,0
35,Yes,Sales,Sales Executive,37763,3,1,No,Human Resources,1,3,17,5,Married,Female,2,1,0
55,Yes,Research & Development,Manufacturing Director,79397,2,22,Yes,Medical,1,3,23,5,Married,Female,3,1,3
36,No,Sales,Sales Executive,66191,4,15,No,Other,3,3,18,4,Married,Male,3,2,0
53,No,Research & Development,Research Scientist,115047,3,7,No,Other,4,3,22,3,Married,Male,1,1,3
30,No,Research & Development,Laboratory Technician,36094,1,4,No,Human Resources,4,3,29,0,Married,Male,4,3,2
20,No,Sales,Sales Executive,82508,4,7,Yes,Life Sciences,1,3,24,9,Married,Female,3,3,1
27,Yes,Sales,Manager,62685,1,6,Yes,Technical Degree,4,3,29,7,Married,Female,1,4,3
55,Yes,Research & Development,Laboratory Technician,123793,1,5,No,Human Resources,4,3,21,5,Married,Male,4,1,0
18,No,Research & Development,Research Scientist,80371,3,0,No,Medical,4,3,26,2,Divorced,Female,1,1,2
44,No,Research & Development,Research Scientist,74091,1,7,No,Technical Degree,4,3,19,2,Divorced,Male,2,1,0
25,No,Research & Development,Research Scientist,62757,4,10,No,Medical,4,4,27,5,Single,Female,1,3,2
59,Yes,Research & Development,Manufacturing Director,45312,2,35,No,Marketing,2,3,8,6,Divorced,Male,2,2,1
34,Yes,Sales,Sales Executive,73718,3,0,Yes,Medical,1,3,24,7,Married,Male,4,2,2
26,No,Research & Development,Laboratory Technician,26295,4,9,No,Technical Degree,3,3,20,4,Single,Male,4,1,2
23,No,Sales,Sales Representative,27584,3,5,No,Marketing,4,3,8,9,Married,Male,4,2,1
42,No,Research & Development,Healthcare Representative,93348,1,3,No,Technical Degree,2,3,21,5,Single,Male,1,4,1
56,No,Research & Development,Research Scientist,20000,1,0,No,Other,3,3,29,0,Single,Female,4,3,2
45,No,Research & Development,Research Scientist,56051,4,3,No,Technical Degree,2,3,11,5,Married,Male,4,1,0
50,No,Research & Development,Research Scientist,35624,4,3,No,Marketing,4,4,21,8,Married,Female,2,2,3
