customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-03518,Female,0,Yes,No,1,No,No,No,No,No,Month-to-month,Yes,Credit card,30.55,3.28,Yes
CUST-03519,Male,1,Yes,Yes,15,Yes,No,DSL,Yes,No,Month-to-month,Yes,Electronic check,83.29,1131.99,Yes
CUST-03520,Female,0,Yes,No,2,Yes,No,DSL,No,Yes,Month-to-month,Yes,Electronic check,55.71,133.27,Yes
CUST-03521,Male,0,Yes,No,20,Yes,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Electronic check,49.51,1001.79,No
CUST-03522,Female,0,Yes,No,17,Yes,No phone service,Fiber optic,No,No,Month-to-month,Yes,Credit card,69.64,1118.8,Yes
CUST-03523,Male,0,Yes,Yes,18,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,45.35,886.13,Yes
CUST-03524,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Electronic check,62.47,18.94,Yes
CUST-03525,Female,0,No,No,14,Yes,No phone service,No,No internet service,No,Month-to-month,No,Credit card,67.13,1051.22,No
CUST-03526,Female,1,No,No,45,Yes,Yes,Fiber optic,No,No,Two year,Yes,Bank transfer,99.82,4557.61,No
CUST-03527,Male,1,No,No,14,Yes,Yes,Fiber optic,Yes,No internet service,One year,No,Mailed check,106.32,1539.01,Yes
CUST-03528,Female,0,Yes,No,40,Yes,No,No,No internet service,No,Two year,Yes,Credit card,47.04,1851.24,No
CUST-03529,Male,0,Yes,No,14,Yes,No,DSL,No,No,Month-to-month,Yes,Mailed check,56.9,805.26,No
CUST-03530,Male,0,Yes,Yes,17,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,No,Mailed check,89.13,1528.63,Yes
CUST-03531,Male,0,Yes,No,26,Yes,No,No,No,Yes,One year,No,Mailed check,59.57,1534.32,No
CUST-03532,Male,0,No,No,72,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,86.43,6223.77,No
CUST-03533,Male,1,Yes,No,3,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,92.07,362.85,Yes
CUST-03534,Female,0,No,Yes,1,Yes,No,No,No,No,Month-to-month,No,Bank transfer,95.58,60.65,Yes
CUST-03535,Male,0,No,No,29,No,No,DSL,No,Yes,Month-to-month,No,Bank transfer,67.63,1984.12,No
CUST-03536,Female,0,No,Yes,72,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,30.1,2138.99,No
CUST-03537,Female,0,No,No,72,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Bank transfer,59.96,4238.42,Yes
CUST-03538,Male,0,No,Yes,21,No,No phone service,No,No internet service,No internet service,One year,Yes,Bank transfer,49.78,1098.45,No
CUST-03539,Female,1,No,No,20,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Credit card,88.31,1786.41,Yes
CUST-03540,Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card,110.76,3704.29,Yes
CUST-03541,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Two year,Yes,Electronic check,111.61,2742.36,No
CUST-03542,Female,0,Yes,No,32,No,No,DSL,Yes,No internet service,Month-to-month,Yes,Bank transfer,91.57,2899.15,Yes
CUST-03543,Male,0,No,No,66,Yes,No,DSL,Yes,No,Month-to-month,Yes,Mailed check,36.96,2459.08,No
CUST-03544,Male,0,Yes,No,43,Yes,No,No,No,Yes,Two year,Yes,Mailed check,107.09,4643.53,No
CUST-03545,Female,1,Yes,No,21,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,77.8,1693.46,Yes
CUST-03546,Female,0,No,No,19,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Credit card,40.26,759.9,No
CUST-03547,Female,1,No,No,32,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Electronic check,90.86,2932.7,Yes
CUST-03548,Male,0,No,No,19,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Credit card,58.37,1198.41,Yes
CUST-03549,Male,1,No,No,19,Yes,Yes,Fiber optic,Yes,No,One year,No,Mailed check,18.0,322.86,No
CUST-03550,Female,1,No,No,1,Yes,No,DSL,No,No,Two year,Yes,Mailed check,35.59,49.66,Yes
CUST-03551,Male,0,Yes,No,6,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,63.04,370.96,Yes
CUST-03552,Male,0,No,No,21,Yes,No,Fiber optic,No internet service,Yes,One year,No,Mailed check,61.86,1309.56,No
CUST-03553,Female,1,Yes,Yes,55,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Credit card,33.05,1887.05,Yes
CUST-03554,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Credit card,87.53,845.55,Yes
CUST-03555,Female,0,No,No,23,Yes,No phone service,DSL,No,No internet service,One year,Yes,Electronic check,80.59,1811.45,No
CUST-03556,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,21.93,328.91,Yes
CUST-03557,Male,0,Yes,No,3,Yes,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,120.0,435.49,Yes
CUST-03558,Male,0,Yes,No,72,Yes,No phone service,DSL,No,No internet service,Month-to-month,Yes,Mailed check,28.56,1983.43,No
CUST-03559,Female,0,Yes,Yes,61,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,51.27,3110.55,Yes
CUST-03560,Female,1,No,Yes,2,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,76.26,168.26,Yes
CUST-03561,Male,0,No,No,40,Yes,No,Fiber optic,No,Yes,Two year,No,Mailed check,51.36,2056.63,No
CUST-03562,Female,0,Yes,No,13,Yes,Yes,DSL,No internet service,No internet service,Month-to-month,Yes,Bank transfer,108.63,1419.16,Yes
CUST-03563,Female,0,No,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card,59.74,4304.68,Yes
CUST-03564,Male,0,No,No,11,Yes,Yes,No,No,No internet service,Month-to-month,No,Electronic check,37.35,374.14,No
CUST-03565,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,No internet service,One year,Yes,Bank transfer,83.44,539.45,Yes
CUST-03566,Female,0,Yes,No,26,No,No,No,No,No internet service,One year,Yes,Mailed check,18.0,466.71,No
CUST-03567,Female,0,No,No,57,Yes,No,Fiber optic,No internet service,No,One year,Yes,Electronic check,81.01,4606.2,No
CUST-03568,Female,0,No,No,6,Yes,No phone service,Fiber optic,No internet service,No internet service,One year,Yes,Bank transfer,103.7,547.46,Yes
CUST-03569,Female,0,No,No,39,Yes,Yes,DSL,Yes,No,Two year,No,Bank transfer,18.0,668.01,No
CUST-03570,Female,1,No,No,2,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,No,Credit card,52.88,150.31,Yes
CUST-03571,Male,1,Yes,Yes,72,No,No,Fiber optic,No internet service,Yes,Month-to-month,No,Electronic check,18.0,1286.18,No
CUST-03572,Female,0,Yes,No,2,Yes,No,Fiber optic,No internet service,No,Two year,No,Credit card,65.39,140.12,No
CUST-03573,Female,0,No,No,72,Yes,No,No,No,No,Two year,No,Mailed check,120.0,8586.5,Yes
CUST-03574,Female,0,Yes,No,21,No,No,No,No,Yes,Two year,No,Mailed check,71.88,1539.16,No
CUST-03575,Female,0,No,No,19,Yes,No,DSL,Yes,No internet service,Month-to-month,No,Credit card,58.44,1221.58,Yes
CUST-03576,Male,0,Yes,No,72,Yes,No phone service,DSL,No,Yes,Month-to-month,Yes,Electronic check,18.0,1322.17,Yes
CUST-03577,Female,0,No,Yes,72,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,31.82,2312.94,Yes
CUST-03578,Female,0,Yes,Yes,33,Yes,No,DSL,No internet service,Yes,One year,Yes,Electronic check,61.01,2025.91,No
CUST-03579,Female,0,Yes,No,4,No,Yes,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,67.79,238.15,Yes
CUST-03580,Female,0,Yes,Yes,22,Yes,No phone service,No,Yes,No,Month-to-month,Yes,Electronic check,75.29,1704.37,No
CUST-03581,Male,0,Yes,No,24,Yes,No,No,No internet service,No,Two year,No,Credit card,88.04,2106.87,No
CUST-03582,Male,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,37.83,956.27,Yes
CUST-03583,Female,0,Yes,No,26,Yes,Yes,No,No internet service,No,Two year,Yes,Credit card,66.2,1810.53,No
CUST-03584,Male,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,50.11,23.21,Yes
CUST-03585,Female,1,No,Yes,39,Yes,No,DSL,No,No internet service,Month-to-month,Yes,Credit card,36.85,1475.46,No
CUST-03586,Male,1,Yes,No,39,Yes,No,Fiber optic,No,No,Month-to-month,No,Mailed check,38.84,1485.37,Yes
CUST-03587,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No internet service,No,One year,Yes,Electronic check,81.23,301.86,Yes
CUST-03588,Male,0,No,Yes,27,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Electronic check,18.0,441.94,Yes
CUST-03589,Male,0,Yes,No,26,Yes,Yes,DSL,No,No,Month-to-month,No,Mailed check,18.0,479.84,Yes
CUST-03590,Female,1,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,Electronic check,120.0,4345.96,No
CUST-03591,Male,1,No,No,2,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Credit card,45.06,128.63,Yes
CUST-03592,Male,1,Yes,No,31,Yes,Yes,No,No,Yes,One year,No,Electronic check,109.07,3330.09,No
CUST-03593,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No internet service,Yes,One year,Yes,Electronic check,63.06,653.42,Yes
CUST-03594,Male,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,48.15,1070.05,No
CUST-03595,Female,0,No,No,47,Yes,No,Fiber optic,No,Yes,One year,Yes,Electronic check,84.72,3925.11,No
CUST-03596,Female,0,Yes,No,39,Yes,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Credit card,67.42,2687.2,No
CUST-03597,Female,0,No,No,4,Yes,No,Fiber optic,No,No,One year,No,Electronic check,59.63,318.86,Yes
CUST-03598,Female,0,Yes,Yes,28,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,63.68,1786.04,Yes
CUST-03599,Female,0,No,No,72,Yes,No phone service,Fiber optic,No internet service,No,One year,No,Mailed check,76.82,5524.39,No
CUST-03600,Male,0,Yes,No,5,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,44.35,203.38,Yes
CUST-03601,Female,0,No,No,61,Yes,Yes,DSL,No internet service,No internet service,One year,Yes,Mailed check,50.54,3209.62,No
CUST-03602,Male,0,No,No,38,Yes,No,DSL,Yes,No,Month-to-month,Yes,Bank transfer,35.67,1402.41,Yes
CUST-03603,Male,0,No,Yes,47,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer,28.78,1316.91,No
CUST-03604,Male,0,No,No,10,Yes,No,No,No internet service,Yes,Month-to-month,No,Mailed check,120.0,1120.4,Yes
CUST-03605,Female,0,Yes,No,10,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,37.81,356.76,No
CUST-03606,Male,0,No,Yes,72,Yes,No,Fiber optic,Yes,No internet service,Two year,No,Mailed check,94.96,6816.11,No
CUST-03607,Male,0,No,Yes,14,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,54.33,773.39,No
CUST-03608,Male,0,No,No,2,Yes,No,No,No,No internet service,Two year,No,Credit card,81.21,164.65,No
CUST-03609,Male,0,Yes,Yes,29,Yes,No,No,No,No,Two year,Yes,Mailed check,64.94,1940.49,No
CUST-03610,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No internet service,One year,No,Credit card,18.0,0.0,Yes
CUST-03611,Male,1,Yes,No,50,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,No,Mailed check,65.87,3320.39,Yes
CUST-03612,Male,0,No,Yes,32,Yes,No phone service,No,No internet service,No internet service,Month-to-month,No,Electronic check,83.17,2706.13,Yes
CUST-03613,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,One year,No,Credit card,36.35,2309.25,No
CUST-03614,Female,0,No,No,49,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,120.0,5836.63,No
CUST-03615,Female,0,No,No,3,No,No,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,89.37,243.91,Yes
CUST-03616,Male,0,Yes,No,15,No,No,Fiber optic,Yes,No internet service,One year,No,Electronic check,89.63,1369.77,Yes
CUST-03617,Male,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,Two year,No,Bank transfer,92.82,4341.86,No
CUST-03618,Male,0,Yes,No,17,Yes,No,DSL,No,Yes,One year,Yes,Mailed check,18.0,304.28,No
CUST-03619,Female,0,Yes,No,72,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,86.15,6163.38,Yes
CUST-03620,Female,0,No,No,42,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Electronic check,120.0,5043.18,Yes
CUST-03621,Male,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,87.78,56.21,Yes
CUST-03622,Female,0,No,No,67,Yes,Yes,DSL,No,No,Month-to-month,No,Mailed check,57.12,3783.16,No
CUST-03623,Female,0,No,Yes,3,Yes,No,DSL,No internet service,No,Two year,No,Credit card,31.54,101.65,No
CUST-03624,Female,0,Yes,Yes,4,Yes,No,DSL,No,No,Month-to-month,No,Electronic check,28.64,157.77,Yes
CUST-03625,Female,0,Yes,No,42,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,25.04,1064.79,No
CUST-03626,Male,0,Yes,No,64,Yes,No,DSL,No,No,Month-to-month,No,Credit card,52.99,3380.1,Yes
CUST-03627,Male,0,No,No,24,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,32.96,841.49,No
CUST-03628,Male,0,Yes,Yes,10,No,No,DSL,Yes,No,One year,Yes,Mailed check,60.44,581.47,No
CUST-03629,Male,0,Yes,No,13,Yes,Yes,DSL,No internet service,No,One year,Yes,Mailed check,71.12,920.57,No
CUST-03630,Male,0,No,No,13,Yes,Yes,DSL,No internet service,No,One year,Yes,Credit card,18.0,292.5,No
CUST-03631,Female,0,No,No,12,Yes,No,DSL,Yes,No,Month-to-month,No,Electronic check,42.05,483.07,Yes
CUST-03632,Male,1,Yes,No,8,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Mailed check,47.63,353.99,Yes
CUST-03633,Male,0,Yes,No,30,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,46.78,1440.58,No
CUST-03634,Female,0,No,Yes,72,Yes,No,Fiber optic,No internet service,No,Month-to-month,No,Mailed check,65.54,4668.97,Yes
CUST-03635,Female,0,Yes,No,11,Yes,No phone service,DSL,No,No,Month-to-month,No,Credit card,68.74,816.21,No
CUST-03636,Female,0,No,No,6,Yes,Yes,DSL,Yes,No,Two year,No,Electronic check,52.27,216.74,No
CUST-03637,Female,0,No,No,58,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,44.83,2603.87,Yes
CUST-03638,Female,1,No,Yes,43,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,64.38,2735.79,No
CUST-03639,Female,0,No,Yes,72,Yes,Yes,DSL,No,No internet service,Month-to-month,Yes,Bank transfer,108.27,7812.42,Yes
CUST-03640,Female,0,No,No,5,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Bank transfer,21.34,179.91,Yes
CUST-03641,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,Two year,Yes,Electronic check,98.95,337.94,Yes
CUST-03642,Male,0,Yes,No,24,Yes,No,DSL,No,Yes,Month-to-month,No,Electronic check,18.0,361.76,No
CUST-03643,Female,0,No,No,30,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,75.86,2333.31,No
CUST-03644,Female,0,No,No,20,Yes,Yes,DSL,No,No,One year,Yes,Bank transfer,96.49,1918.28,No
CUST-03645,Male,0,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,25.29,729.28,No
CUST-03646,Male,0,Yes,No,6,No,Yes,DSL,Yes,No,Month-to-month,No,Credit card,75.52,439.82,Yes
CUST-03647,Male,0,No,Yes,20,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,33.61,654.07,No
CUST-03648,Female,0,No,No,34,Yes,Yes,DSL,Yes,Yes,One year,Yes,Electronic check,100.11,3358.12,No
CUST-03649,Male,0,No,No,18,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,18.0,311.87,No
CUST-03650,Male,0,No,No,36,Yes,No,DSL,No,No internet service,One year,Yes,Electronic check,38.23,1334.14,No
CUST-03651,Female,0,Yes,No,19,Yes,No phone service,No,No,Yes,Month-to-month,No,Bank transfer,68.94,1359.92,No
CUST-03652,Male,0,Yes,Yes,12,Yes,Yes,No,Yes,No internet service,Two year,No,Credit card,86.34,1008.43,No
CUST-03653,Male,0,Yes,No,11,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,67.78,811.12,No
CUST-03654,Female,1,No,Yes,16,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,79.85,1311.05,Yes
CUST-03655,Male,0,Yes,Yes,1,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,No,Bank transfer,48.52,0.0,No
CUST-03656,Female,1,No,Yes,35,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,32.27,1076.28,Yes
CUST-03657,Male,0,No,No,59,Yes,No,DSL,Yes,No,Month-to-month,No,Bank transfer,108.94,6416.43,Yes
CUST-03658,Male,1,Yes,No,14,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,Bank transfer,79.96,1082.82,No
CUST-03659,Male,1,No,No,1,Yes,Yes,DSL,Yes,No,Two year,Yes,Mailed check,50.37,13.41,Yes
CUST-03660,Female,0,No,No,72,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card,18.0,1337.99,Yes
CUST-03661,Male,0,Yes,No,9,Yes,No,DSL,No,Yes,Month-to-month,Yes,Mailed check,101.7,929.02,Yes
CUST-03662,Male,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,102.93,473.23,Yes
CUST-03663,Male,0,No,No,14,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,58.48,765.12,Yes
CUST-03664,Male,0,Yes,No,42,Yes,No,Fiber optic,Yes,No internet service,One year,No,Bank transfer,45.18,1805.91,No
CUST-03665,Male,0,No,No,11,No,Yes,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,57.22,592.89,No
CUST-03666,Male,0,No,Yes,27,Yes,Yes,DSL,No,No,Two year,Yes,Bank transfer,58.68,1638.2,Yes
CUST-03667,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,88.09,1466.18,No
CUST-03668,Female,0,No,No,4,Yes,No,DSL,No internet service,No,Month-to-month,Yes,Mailed check,30.86,205.28,Yes
CUST-03669,Female,1,Yes,No,12,Yes,No phone service,No,No,No,Month-to-month,No,Mailed check,47.49,543.22,Yes
CUST-03670,Female,0,No,No,41,No,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,59.49,2468.3,No
CUST-03671,Female,0,No,No,30,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer,72.75,2181.21,No
CUST-03672,Male,0,Yes,No,4,Yes,No,DSL,Yes,No internet service,One year,Yes,Electronic check,90.99,265.95,Yes
CUST-03673,Female,1,Yes,No,5,Yes,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Mailed check,74.33,338.65,Yes
CUST-03674,Male,0,No,No,32,Yes,Yes,DSL,Yes,Yes,One year,No,Bank transfer,117.56,3785.92,Yes
CUST-03675,Female,0,No,No,53,Yes,No,DSL,No,Yes,Month-to-month,Yes,Mailed check,35.25,1865.89,No
CUST-03676,Male,1,No,Yes,13,Yes,No,DSL,No,No internet service,Month-to-month,Yes,Bank transfer,108.85,1393.16,Yes
CUST-03677,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Credit card,36.38,1010.2,Yes
CUST-03678,Male,0,Yes,No,5,Yes,Yes,DSL,No,No internet service,Two year,Yes,Electronic check,53.14,273.23,No
CUST-03679,Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,76.62,706.73,Yes
CUST-03680,Female,1,Yes,No,1,No,Yes,No,No,Yes,One year,Yes,Electronic check,100.34,72.44,No
CUST-03681,Female,0,No,No,46,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,53.19,2406.29,No
CUST-03682,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,No internet service,One year,No,Electronic check,76.78,1263.08,No
CUST-03683,Female,0,No,Yes,54,No,No,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer,55.53,3036.51,No
CUST-03684,Female,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Electronic check,18.0,710.49,Yes
CUST-03685,Male,0,Yes,Yes,56,Yes,Yes,DSL,No,No,One year,Yes,Credit card,63.85,3581.27,No
CUST-03686,Male,1,No,Yes,10,Yes,Yes,Fiber optic,No internet service,No,Two year,Yes,Credit card,27.75,176.89,Yes
CUST-03687,Male,0,No,No,6,Yes,No phone service,Fiber optic,No,No,Month-to-month,No,Credit card,103.14,573.4,Yes
CUST-03688,Female,0,No,No,72,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,103.35,7423.53,Yes
CUST-03689,Male,0,No,No,40,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,39.92,1591.33,Yes
CUST-03690,Male,1,Yes,No,57,No,Yes,Fiber optic,No internet service,No,Two year,Yes,Credit card,35.31,2012.41,Yes
CUST-03691,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Credit card,46.13,0.0,Yes
CUST-03692,Male,0,No,Yes,14,Yes,No,DSL,No,No,One year,No,Electronic check,80.97,1182.34,No
CUST-03693,Male,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer,81.09,3435.7,Yes
CUST-03694,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Electronic check,120.0,126.65,Yes
CUST-03695,Male,0,Yes,No,26,No,No phone service,DSL,Yes,Yes,Month-to-month,Yes,Credit card,55.74,1488.41,Yes
CUST-03696,Female,0,Yes,No,17,Yes,No,DSL,Yes,No,Two year,Yes,Electronic check,67.74,1105.96,No
CUST-03697,Female,0,No,Yes,1,Yes,Yes,DSL,Yes,No,One year,Yes,Bank transfer,120.0,154.61,Yes
CUST-03698,Male,0,No,No,8,No,Yes,Fiber optic,No internet service,Yes,Two year,No,Electronic check,73.59,501.54,Yes
CUST-03699,Male,1,No,No,10,No,No,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,32.36,303.35,Yes
CUST-03700,Female,0,No,No,3,Yes,No phone service,Fiber optic,No,No,One year,No,Mailed check,75.26,177.58,No
CUST-03701,Female,0,No,No,31,No,No,Fiber optic,No internet service,No,One year,Yes,Mailed check,86.14,2689.98,No
CUST-03702,Female,0,No,Yes,8,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,54.75,393.48,No
CUST-03703,Female,0,Yes,Yes,10,Yes,Yes,No,No,No,Two year,No,Bank transfer,88.86,908.25,Yes
CUST-03704,Female,0,Yes,No,72,Yes,No,No,No,No internet service,Two year,No,Electronic check,86.19,6184.51,No
CUST-03705,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,Two year,Yes,Bank transfer,51.25,992.12,No
CUST-03706,Female,0,No,Yes,15,No,Yes,DSL,No internet service,No,One year,Yes,Mailed check,111.55,1718.22,No
CUST-03707,Male,0,Yes,Yes,41,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,41.49,1798.77,No
CUST-03708,Female,1,No,No,72,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Credit card,78.12,5606.39,Yes
CUST-03709,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Electronic check,46.94,8.26,Yes
CUST-03710,Female,0,No,Yes,19,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,18.0,335.06,No
CUST-03711,Male,0,Yes,Yes,30,Yes,Yes,DSL,No,Yes,One year,Yes,Bank transfer,75.75,2277.89,Yes
CUST-03712,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No internet service,Yes,One year,No,Mailed check,120.0,1350.3,No
CUST-03713,Female,0,No,No,47,Yes,No,DSL,Yes,Yes,One year,No,Bank transfer,63.38,2928.15,No
CUST-03714,Female,0,No,No,72,Yes,No,Fiber optic,Yes,No,Two year,No,Credit card,20.2,1379.09,No
CUST-03715,Male,0,No,Yes,72,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,71.66,5101.91,Yes
CUST-03716,Male,0,No,No,9,Yes,No,Fiber optic,No internet service,No,Month-to-month,No,Mailed check,40.44,436.57,Yes
CUST-03717,Male,0,Yes,Yes,8,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,96.61,658.55,Yes
CUST-03718,Female,0,No,No,72,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,58.14,4204.71,Yes
CUST-03719,Female,0,No,No,19,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,18.0,323.48,Yes
CUST-03720,Female,0,No,No,7,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,80.26,573.99,Yes
CUST-03721,Male,0,Yes,No,39,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer,71.27,2721.1,No
CUST-03722,Female,1,No,No,10,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Mailed check,56.0,536.99,Yes
CUST-03723,Female,1,No,No,9,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Electronic check,33.84,365.75,No
CUST-03724,Female,0,Yes,Yes,67,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,118.67,7928.17,No
CUST-03725,Male,0,No,Yes,5,No,Yes,Fiber optic,Yes,Yes,Two year,No,Electronic check,51.44,327.7,Yes
CUST-03726,Male,0,No,No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,91.91,47.56,Yes
CUST-03727,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,51.1,537.96,Yes
CUST-03728,Female,0,Yes,No,29,Yes,No,Fiber optic,No,No,Month-to-month,No,Electronic check,85.42,2479.27,Yes
CUST-03729,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,One year,Yes,Credit card,66.6,194.49,No
CUST-03730,Male,0,No,Yes,20,Yes,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Electronic check,65.84,1362.6,Yes
CUST-03731,Male,0,Yes,No,31,Yes,No phone service,DSL,No,No internet service,Two year,Yes,Credit card,40.21,1209.07,No
CUST-03732,Male,1,Yes,Yes,60,Yes,No,DSL,No internet service,Yes,Month-to-month,Yes,Mailed check,80.84,4861.97,No
