location,date,new_cases,new_deaths,total_cases,people_vaccinated_per_hundred
United Kingdom,2022-09-29,6883,57,9828440,84.66413049832882
United Kingdom,2022-09-30,6596,52,9835036,82.30314273161837
United Kingdom,2022-10-01,6081,38,9841117,87.56437481486086
United Kingdom,2022-10-02,5652,36,9846769,92.38606732796099
United Kingdom,2022-10-03,4865,48,9851634,88.56272444472502
United Kingdom,2022-10-04,6432,51,9858066,85.33388788599848
United Kingdom,2022-10-05,6023,73,9864089,82.35608716531638
United Kingdom,2022-10-06,8892,113,9872981,88.62830352423653
United Kingdom,2022-10-07,7525,78,9880506,88.61178045709565
United Kingdom,2022-10-08,8033,55,9888539,88.69031594236864
United Kingdom,2022-10-09,9986,99,9898525,86.85051166369966
United Kingdom,2022-10-10,9951,85,9908476,86.87599198126793
United Kingdom,2022-10-11,9024,74,9917500,89.10886330994651
United Kingdom,2022-10-12,10739,67,9928239,86.4520138363414
United Kingdom,2022-10-13,9898,106,9938137,84.48978450148672
United Kingdom,2022-10-14,11615,84,9949752,86.6819095791999
United Kingdom,2022-10-15,8265,96,9958017,88.72758364913932
United Kingdom,2022-10-16,10167,69,9968184,84.80539494473432
United Kingdom,2022-10-17,9266,63,9977450,85.56990363406675
United Kingdom,2022-10-18,9503,135,9986953,88.66666782356062
United Kingdom,2022-10-19,9894,63,9996847,87.8901729427068
United Kingdom,2022-10-20,10663,92,10007510,85.9736072709732
United Kingdom,2022-10-21,9581,128,10017091,85.31020309317906
United Kingdom,2022-10-22,8818,103,10025909,87.96775330237608
United Kingdom,2022-10-23,8407,115,10034316,85.64634156722597
United Kingdom,2022-10-24,7953,39,10042269,85.22663815543308
United Kingdom,2022-10-25,8493,95,10050762,87.75043391431433
United Kingdom,2022-10-26,7346,70,10058108,87.91677340710297
United Kingdom,2022-10-27,6854,67,10064962,86.47658986464354
United Kingdom,2022-10-28,6222,45,10071184,85.66444088706223
United Kingdom,2022-10-29,6441,62,10077625,88.7799751244342
United Kingdom,2022-10-30,5521,54,10083146,87.91537317210711
United Kingdom,2022-10-31,7057,105,10090203,84.19799432368784
United Kingdom,2022-11-01,6868,91,10097071,92.77667555641689
United Kingdom,2022-11-02,7564,76,10104635,87.77999285622815
United Kingdom,2022-11-03,9981,100,10114616,90.43079301091258
United Kingdom,2022-11-04,9036,48,10123652,90.00369191046201
United Kingdom,2022-11-05,8049,107,10131701,93.44939329952221
United Kingdom,2022-11-06,9386,51,10141087,89.39700527295825
United Kingdom,2022-11-07,11224,124,10152311,90.65901747114602
United Kingdom,2022-11-08,11540,101,10163851,88.90748192374792
United Kingdom,2022-11-09,12533,156,10176384,92.51429843372514
United Kingdom,2022-11-10,13957,102,10190341,89.10751465156049
United Kingdom,2022-11-11,14817,211,10205158,93.69721766659282
United Kingdom,2022-11-12,13583,70,10218741,89.6675570305797
United Kingdom,2022-11-13,14750,188,10233491,92.59174356372603
United Kingdom,2022-11-14,13992,74,10247483,87.59061343434378
United Kingdom,2022-11-15,15069,215,10262552,90.50448079285336
United Kingdom,2022-11-16,15834,186,10278386,87.07555052062031
United Kingdom,2022-11-17,16001,231,10294387,89.08892094795226
United Kingdom,2022-11-18,15233,118,10309620,91.06680170247512
United Kingdom,2022-11-19,15684,233,10325304,92.94534135150197
United Kingdom,2022-11-20,13045,75,10338349,87.44125900829431
United Kingdom,2022-11-21,12027,101,10350376,89.21505778787825
United Kingdom,2022-11-22,13005,185,10363381,87.69061051473427
United Kingdom,2022-11-23,13462,87,10376843,87.70461722036866
United Kingdom,2022-11-24,12452,124,10389295,90.96975736306426
United Kingdom,2022-11-25,11684,135,10400979,86.73905351256973
United Kingdom,2022-11-26,12239,131,10413218,91.63201369754884
United Kingdom,2022-11-27,9411,84,10422629,93.49472639583112
United Kingdom,2022-11-28,9493,113,10432122,91.18785346884529
United Kingdom,2022-11-29,8069,55,10440191,88.7828205535206
United Kingdom,2022-11-30,7280,96,10447471,86.23042728196745
United Kingdom,2022-12-01,9507,98,10456978,91.85929726717264
United Kingdom,2022-12-02,9820,78,10466798,89.29873671661029
United Kingdom,2022-12-03,8841,58,10475639,95.0
United Kingdom,2022-12-04,11871,166,10487510,90.98267199766634
United Kingdom,2022-12-05,14368,166,10501878,91.30736804506853
United Kingdom,2022-12-06,16117,225,10517995,94.61977864332223
United Kingdom,2022-12-07,11758,60,10529753,91.07990740944108
United Kingdom,2022-12-08,15534,93,10545287,94.01273395505251
United Kingdom,2022-12-09,13895,85,10559182,95.0
United Kingdom,2022-12-10,16331,202,10575513,91.64111815413658
United Kingdom,2022-12-11,16741,172,10592254,92.5755820601977
United Kingdom,2022-12-12,14568,209,10606822,94.16448895512752
United Kingdom,2022-12-13,14692,80,10621514,91.279229978441
United Kingdom,2022-12-14,17899,171,10639413,92.39673223292948
United Kingdom,2022-12-15,18697,140,10658110,90.32903686180022
United Kingdom,2022-12-16,15302,202,10673412,95.0
United Kingdom,2022-12-17,17853,151,10691265,95.0
United Kingdom,2022-12-18,19557,161,10710822,91.96278404193941
United Kingdom,2022-12-19,15524,208,10726346,87.33568880377887
United Kingdom,2022-12-20,16639,217,10742985,90.39731294632884
United Kingdom,2022-12-21,16487,158,10759472,95.0
United Kingdom,2022-12-22,17229,106,10776701,92.626393217478
United Kingdom,2022-12-23,16391,169,10793092,93.89843744257007
United Kingdom,2022-12-24,15484,140,10808576,91.97232276631446
United Kingdom,2022-12-25,15515,228,10824091,91.03541193149064
United Kingdom,2022-12-26,16623,94,10840714,93.99817113093188
United Kingdom,2022-12-27,11981,133,10852695,92.5867774406079
United Kingdom,2022-12-28,12808,73,10865503,93.97482785380969
United Kingdom,2022-12-29,12723,114,10878226,88.90011744284504
United Kingdom,2022-12-30,11392,126,10889618,93.85523456316956
United Kingdom,2022-12-31,7935,48,10897553,91.58111799514491
France,2022-01-01,128481,1510,128481,56.4261085373203
France,2022-01-02,156903,1404,285384,60.40877806320595
France,2022-01-03,176850,2347,462234,59.3007700199289
France,2022-01-04,199085,1330,661319,58.941335775103255
France,2022-01-05,219922,1608,881241,62.0363144952975
France,2022-01-06,273744,3991,1154985,60.036803261566874
France,2022-01-07,252314,3618,1407299,59.48813887666049
France,2022-01-08,261549,2955,1668848,61.385445510233716
France,2022-01-09,303661,3131,1972509,58.87682412925344
France,2022-01-10,259391,3194,2231900,63.63612384511565
France,2022-01-11,279134,3720,2511034,60.54805470534417
France,2022-01-12,323932,3016,2834966,60.280719739696096
France,2022-01-13,318510,2392,3153476,59.573215562785705
France,2022-01-14,303648,3079,3457124,62.437941579587324
France,2022-01-15,324901,2681,3782025,56.4708081814459
France,2022-01-16,307458,3776,4089483,60.83921994404824
France,2022-01-17,342239,4467,4431722,57.64236671955041
France,2022-01-18,305000,3914,4736722,61.15971457059027
France,2022-01-19,306873,3558,5043595,59.32724267377919
France,2022-01-20,282257,4060,5325852,60.7228346345462
France,2022-01-21,305158,2205,5631010,57.69626323082645
France,2022-01-22,297714,2730,5928724,56.26036732093567
France,2022-01-23,269440,2473,6198164,59.323012071415405
France,2022-01-24,276989,1617,6475153,60.50294721788102
France,2022-01-25,235119,1214,6710272,59.55050875897003
France,2022-01-26,269554,1787,6979826,63.31081422617659
France,2022-01-27,220954,3023,7200780,58.985457178812375
France,2022-01-28,212668,1170,7413448,61.47930630344934
France,2022-01-29,203471,1816,7616919,58.96004982318496
France,2022-01-30,188003,961,7804922,59.17701371087564
France,2022-01-31,153899,831,7958821,62.00918581825298
France,2022-02-01,79530,1172,8038351,65.98987645490647
France,2022-02-02,91800,1110,8130151,63.681905380443254
France,2022-02-03,142810,1249,8272961,62.464717818202416
France,2022-02-04,135238,1252,8408199,63.13985853428128
France,2022-02-05,165335,1197,8573534,63.940088374736405
France,2022-02-06,179711,2570,8753245,61.90250173317036
France,2022-02-07,176636,1479,8929881,61.20671554536958
France,2022-02-08,199703,1100,9129584,61.44993162115255
France,2022-02-09,144838,1208,9274422,62.25035588675639
France,2022-02-10,214986,1421,9489408,58.259495039868376
France,2022-02-11,232490,2929,9721898,63.62636894772996
France,2022-02-12,210800,1619,9932698,62.66066368243756
France,2022-02-13,196925,2323,10129623,59.496342386496565
France,2022-02-14,246901,1712,10376524,61.280999920399644
France,2022-02-15,196818,2728,10573342,64.55205582768696
France,2022-02-16,213808,1560,10787150,64.2200463395689
France,2022-02-17,191426,2244,10978576,61.99719570622872
France,2022-02-18,222917,2952,11201493,64.94599309066601
France,2022-02-19,189681,2348,11391174,62.33842155134489
France,2022-02-20,227804,1755,11618978,60.71665635652122
France,2022-02-21,211717,2892,11830695,66.65924040343218
France,2022-02-22,182849,2046,12013544,59.34803151674474
France,2022-02-23,151567,1258,12165111,59.239979932184475
France,2022-02-24,188668,1323,12353779,63.419426598394736
France,2022-02-25,160986,2130,12514765,63.850889728368344
France,2022-02-26,172195,888,12686960,63.59085457312977
France,2022-02-27,117716,1489,12804676,61.64600972308294
France,2022-02-28,132635,799,12937311,62.207747804021544
France,2022-03-01,84660,697,13021971,66.90245063863702
France,2022-03-02,92161,1016,13114132,69.37688431149226
France,2022-03-03,97605,906,13211737,69.56359781754212
France,2022-03-04,107021,777,13318758,64.4682798198274
France,2022-03-05,90748,1021,13409506,67.51499029867497
France,2022-03-06,100343,561,13509849,67.41985825840105
France,2022-03-07,119633,1614,13629482,64.0242533181985
France,2022-03-08,118813,1697,13748295,61.77026740996602
France,2022-03-09,122686,630,13870981,61.94838425377725
France,2022-03-10,130319,687,14001300,65.35658756435713
France,2022-03-11,124120,1300,14125420,69.82283817427944
France,2022-03-12,133974,1559,14259394,64.25948755296555
France,2022-03-13,145580,1548,14404974,67.87583107502131
France,2022-03-14,136484,805,14541458,66.00100013006725
France,2022-03-15,127390,1805,14668848,68.11745705976776
France,2022-03-16,135264,1643,14804112,65.44086339146692
France,2022-03-17,150616,1804,14954728,62.284197097203425
France,2022-03-18,148464,1746,15103192,66.30486953374837
France,2022-03-19,149990,1193,15253182,66.29617883959655
France,2022-03-20,151120,1713,15404302,63.724625086898534
France,2022-03-21,137618,1691,15541920,66.09200549450655
France,2022-03-22,150593,1591,15692513,63.50881217677089
France,2022-03-23,122118,725,15814631,65.24398420196357
France,2022-03-24,118634,1070,15933265,66.57426670824597
France,2022-03-25,132637,819,16065902,67.44227072509116
France,2022-03-26,100911,517,16166813,64.48428760798825
France,2022-03-27,123767,1804,16290580,66.26859299449559
France,2022-03-28,110385,645,16400965,71.53195922887853
France,2022-03-29,70668,782,16471633,67.75291129100587
France,2022-03-30,72451,431,16544084,64.80979312270455
France,2022-03-31,74054,501,16618138,65.42392225215585
France,2022-04-01,30843,318,16648981,69.54948380549268
France,2022-04-02,40574,335,16689555,69.67604696220342
France,2022-04-03,33389,391,16722944,65.73479450862536
France,2022-04-04,34858,220,16757802,71.27462908472945
France,2022-04-05,39060,421,16796862,69.65324843513027
France,2022-04-06,51960,651,16848822,71.12274192974627
France,2022-04-07,49220,605,16898042,71.16668087582264
France,2022-04-08,45880,241,16943922,69.8989478256646
France,2022-04-09,51758,578,16995680,65.52377672090923
France,2022-04-10,54286,339,17049966,69.83289207620291
France,2022-04-11,70518,734,17120484,67.71561069493146
France,2022-04-12,60292,629,17180776,67.191863420528
France,2022-04-13,63743,841,17244519,66.45918251204114
France,2022-04-14,61310,729,17305829,67.8214566964214
France,2022-04-15,57675,642,17363504,66.8412150858013
France,2022-04-16,69885,604,17433389,70.148142441788
France,2022-04-17,59255,408,17492644,73.32801474782471
France,2022-04-18,63816,547,17556460,72.59272164585393
France,2022-04-19,58626,742,17615086,68.68886861095633
France,2022-04-20,54229,637,17669315,71.4600011454383
France,2022-04-21,64919,619,17734234,67.8419093276637
France,2022-04-22,59447,446,17793681,68.72600902111509
France,2022-04-23,55118,809,17848799,67.04237150783771
France,2022-04-24,48797,409,17897596,68.66873717936474
France,2022-04-25,43017,498,17940613,69.04388761643067
France,2022-04-26,40779,250,17981392,65.62531130577858
France,2022-04-27,42550,377,18023942,70.9199133488675
France,2022-04-28,37062,425,18061004,72.90651827505313
France,2022-04-29,38300,557,18099304,70.02172597829663
France,2022-04-30,33856,373,18133160,66.60941247280151
France,2022-05-01,10687,89,18143847,74.98075894038597
France,2022-05-02,15845,104,18159692,70.07092441017961
France,2022-05-03,16002,89,18175694,73.35288363298955
France,2022-05-04,24686,338,18200380,74.38109718868719
France,2022-05-05,16484,214,18216864,73.8394066281686
France,2022-05-06,20320,216,18237184,72.15628612593929
France,2022-05-07,23078,183,18260262,73.60783866176143
France,2022-05-08,24593,229,18284855,71.84866879134835
France,2022-05-09,24056,346,18308911,72.34510038360838
France,2022-05-10,28075,372,18336986,74.97822621665658
France,2022-05-11,27619,312,18364605,70.33745845209538
France,2022-05-12,29646,230,18394251,73.13952071439729
France,2022-05-13,30409,164,18424660,70.37293930126752
France,2022-05-14,30567,330,18455227,66.93550782956063
France,2022-05-15,30275,297,18485502,72.94532611215342
France,2022-05-16,28360,266,18513862,71.19384802186994
France,2022-05-17,26945,149,18540807,75.05859310167907
France,2022-05-18,31844,281,18572651,72.41560501470663
France,2022-05-19,28816,158,18601467,69.10116054164516
France,2022-05-20,30088,327,18631555,72.83641151177595
France,2022-05-21,31206,329,18662761,70.88134012372551
France,2022-05-22,28795,369,18691556,74.20264591547152
France,2022-05-23,23209,338,18714765,75.4934778750167
France,2022-05-24,31325,225,18746090,73.77807424455979
France,2022-05-25,27417,187,18773507,75.8706406731968
France,2022-05-26,23918,302,18797425,70.77175486998337
France,2022-05-27,18573,216,18815998,72.26454558099485
France,2022-05-28,20647,136,18836645,70.39006703829487
France,2022-05-29,18249,161,18854894,70.90366728806151
France,2022-05-30,17713,179,18872607,70.87878472630538
France,2022-05-31,10814,144,18883421,71.32261732015625
France,2022-06-01,36108,202,18919529,72.65669130536487
France,2022-06-02,40491,431,18960020,73.53088380626906
France,2022-06-03,44387,647,19004407,77.04706128837068
France,2022-06-04,59241,323,19063648,76.19279413823531
France,2022-06-05,48024,321,19111672,74.56269344512992
France,2022-06-06,44567,382,19156239,75.23920052533421
France,2022-06-07,62792,362,19219031,70.78870611631935
France,2022-06-08,53674,531,19272705,78.54033523129455
France,2022-06-09,60672,506,19333377,74.87163167742236
France,2022-06-10,65760,807,19399137,76.01484185566657
France,2022-06-11,61851,455,19460988,71.80480166080913
France,2022-06-12,72463,758,19533451,77.0803771295855
France,2022-06-13,74935,429,19608386,74.90382298533845
France,2022-06-14,66043,846,19674429,72.37563504494443
France,2022-06-15,72063,522,19746492,75.10239580376216
France,2022-06-16,63202,934,19809694,71.5957312000506
France,2022-06-17,74684,623,19884378,73.93279938712166
France,2022-06-18,68021,733,19952399,78.19831336905723
France,2022-06-19,72742,993,20025141,75.95086136505324
France,2022-06-20,69807,446,20094948,74.26751660504364
France,2022-06-21,74546,672,20169494,70.56636232129188
France,2022-06-22,66030,419,20235524,75.01242271124357
France,2022-06-23,57190,362,20292714,78.2583327298019
France,2022-06-24,67968,668,20360682,72.66251794301375
France,2022-06-25,46609,509,20407291,72.89738017672131
France,2022-06-26,47201,458,20454492,75.52709348115634
France,2022-06-27,62714,445,20517206,78.1888847834984
France,2022-06-28,54063,575,20571269,73.75180257534858
France,2022-06-29,48550,518,20619819,72.84524784603049
France,2022-06-30,43547,483,20663366,76.65613215274476
France,2022-07-01,39051,297,20702417,77.92834884258707
France,2022-07-02,66057,669,20768474,75.05152544220918
France,2022-07-03,43077,531,20811551,77.93543877790106
France,2022-07-04,62207,896,20873758,77.27978809472363
France,2022-07-05,65372,386,20939130,75.40156727310836
France,2022-07-06,77031,698,21016161,82.24113624086101
France,2022-07-07,81918,570,21098079,78.10332195370216
France,2022-07-08,85555,938,21183634,78.36962060497947
France,2022-07-09,79666,995,21263300,80.62396747714789
France,2022-07-10,86158,586,21349458,79.65328307077979
France,2022-07-11,81487,608,21430945,76.72343454694301
France,2022-07-12,94117,1023,21525062,74.33038394073088
France,2022-07-13,106638,620,21631700,75.55420996088887
France,2022-07-14,82166,643,21713866,78.18824853557855
France,2022-07-15,103873,533,21817739,77.20754064379648
France,2022-07-16,105099,1364,21922838,80.36513145412174
France,2022-07-17,112446,1307,22035284,75.04111155372055
France,2022-07-18,98097,1468,22133381,78.39789939296662
France,2022-07-19,86085,1187,22219466,80.01426667294632
France,2022-07-20,89940,648,22309406,78.90178275042503
France,2022-07-21,105724,781,22415130,78.00136563791497
France,2022-07-22,93828,762,22508958,79.57162401859362
France,2022-07-23,74805,1104,22583763,77.16957246418946
France,2022-07-24,86181,692,22669944,78.37507756882792
France,2022-07-25,83705,997,22753649,79.46927509091866
France,2022-07-26,73910,466,22827559,78.83385900652964
France,2022-07-27,79632,856,22907191,79.78929437514775
France,2022-07-28,66400,539,22973591,75.07815012269668
France,2022-07-29,76142,948,23049733,76.10421456546203
France,2022-07-30,53251,409,23102984,75.16388015606212
France,2022-07-31,56838,800,23159822,76.73142830462119
France,2022-08-01,29151,407,23188973,79.61449028460392
France,2022-08-02,25125,365,23214098,81.7401222305379
France,2022-08-03,23039,129,23237137,78.68604304971542
France,2022-08-04,27383,204,23264520,80.92998477998754
France,2022-08-05,37267,512,23301787,79.82606862581535
France,2022-08-06,38653,524,23340440,80.1377488608498
France,2022-08-07,35540,423,23375980,81.84642474891403
France,2022-08-08,40206,334,23416186,81.72828059210933
France,2022-08-09,49922,504,23466108,81.0176562765348
France,2022-08-10,41596,541,23507704,79.54384580428936
France,2022-08-11,43872,509,23551576,81.68130827282428
France,2022-08-12,48355,699,23599931,82.18084412250293
France,2022-08-13,49642,313,23649573,80.14746288664715
France,2022-08-14,51186,602,23700759,82.7446307600569
France,2022-08-15,49848,333,23750607,80.26517882641036
France,2022-08-16,48250,470,23798857,80.69951402240348
France,2022-08-17,46622,311,23845479,83.09998833490114
France,2022-08-18,48409,333,23893888,83.4584295685941
France,2022-08-19,47583,525,23941471,84.61306934291866
France,2022-08-20,51403,683,23992874,80.69657113284555
France,2022-08-21,43269,579,24036143,81.62941261510893
France,2022-08-22,49045,423,24085188,83.11473661075645
France,2022-08-23,44366,271,24129554,82.21645779061463
France,2022-08-24,44978,246,24174532,80.55455859844679
France,2022-08-25,39912,451,24214444,81.37459109964644
France,2022-08-26,34191,493,24248635,79.32615859240744
France,2022-08-27,39473,352,24288108,79.54067075235774
France,2022-08-28,35092,304,24323200,81.07889409648148
France,2022-08-29,25930,264,24349130,78.49340874539347
France,2022-08-30,32719,328,24381849,80.68369231125536
France,2022-08-31,22059,327,24403908,81.04881467906633
France,2022-09-01,11651,135,24415559,83.78732599493738
France,2022-09-02,10271,94,24425830,87.49174267227032
France,2022-09-03,13300,175,24439130,85.16547516634773
France,2022-09-04,13797,132,24452927,87.65452300991403
France,2022-09-05,18528,187,24471455,82.34360745406953
France,2022-09-06,19721,294,24491176,80.65550045086536
France,2022-09-07,20576,173,24511752,83.75588573575745
France,2022-09-08,17324,86,24529076,83.18272817492667
France,2022-09-09,19545,121,24548621,85.04255981002763
France,2022-09-10,21995,314,24570616,83.4232155993994
France,2022-09-11,20481,207,24591097,83.63699367572866
France,2022-09-12,20594,230,24611691,81.02072515712779
France,2022-09-13,22287,119,24633978,84.65821355742025
France,2022-09-14,23533,306,24657511,83.09241502967183
France,2022-09-15,22605,265,24680116,80.06215371516784
France,2022-09-16,26185,357,24706301,84.05602583071777
France,2022-09-17,24466,240,24730767,83.95544204163258
France,2022-09-18,24214,361,24754981,80.7488012666811
France,2022-09-19,21539,109,24776520,86.60701586386952
France,2022-09-20,20233,266,24796753,82.96572583910248
France,2022-09-21,24315,121,24821068,83.00485832322958
France,2022-09-22,19665,144,24840733,82.42030512190149
France,2022-09-23,17517,160,24858250,84.94308476083641
France,2022-09-24,21795,306,24880045,83.39727375911963
France,2022-09-25,15068,91,24895113,83.82786061441821
France,2022-09-26,15971,131,24911084,81.88299255800837
France,2022-09-27,17772,110,24928856,82.89889613658302
France,2022-09-28,13997,79,24942853,84.63926535183495
France,2022-09-29,14842,85,24957695,86.60655607463212
France,2022-09-30,12864,174,24970559,84.4407036585471
France,2022-10-01,10012,127,24980571,86.348777895703
France,2022-10-02,9988,78,24990559,85.21822077611588
France,2022-10-03,9791,102,25000350,83.79945779099258
France,2022-10-04,13774,91,25014124,85.26387218664954
France,2022-10-05,13999,181,25028123,83.0629915731239
France,2022-10-06,16117,105,25044240,89.60105371719202
France,2022-10-07,14342,125,25058582,87.19534075349667
France,2022-10-08,15708,121,25074290,86.81075241470143
France,2022-10-09,16635,112,25090925,86.75254210745032
France,2022-10-10,18799,120,25109724,86.73170964746708
France,2022-10-11,17846,264,25127570,87.53858950516147
France,2022-10-12,21081,177,25148651,85.8689774235647
France,2022-10-13,17495,113,25166146,87.97512059417343
France,2022-10-14,20127,263,25186273,88.72363360643764
France,2022-10-15,19560,159,25205833,85.94340590667404
France,2022-10-16,17744,115,25223577,89.64036839439683
France,2022-10-17,21967,193,25245544,87.75953527208179
France,2022-10-18,19439,143,25264983,86.32562372441765
France,2022-10-19,21246,233,25286229,84.25651374147299
France,2022-10-20,17801,235,25304030,89.80988465843625
France,2022-10-21,18738,243,25322768,84.13369637095057
France,2022-10-22,17961,212,25340729,88.60216192757638
France,2022-10-23,17322,192,25358051,86.69740155953495
France,2022-10-24,16281,94,25374332,84.23307497634327
France,2022-10-25,15790,93,25390122,85.42132298856065
France,2022-10-26,14014,113,25404136,86.90907004774199
France,2022-10-27,15364,212,25419500,90.30723453698457
France,2022-10-28,16415,114,25435915,91.82843462447747
France,2022-10-29,11237,141,25447152,84.04615014493619
France,2022-10-30,12622,156,25459774,86.72814542028847
France,2022-10-31,12531,68,25472305,87.4860094441088
France,2022-11-01,16346,118,25488651,86.66026466665254
France,2022-11-02,19597,181,25508248,90.3510724591572
France,2022-11-03,21343,201,25529591,89.79655994889391
France,2022-11-04,16279,229,25545870,89.67575204904028
France,2022-11-05,28030,367,25573900,90.79605605992374
France,2022-11-06,23324,314,25597224,86.18399572575339
France,2022-11-07,30239,435,25627463,88.8893838892279
France,2022-11-08,32165,419,25659628,91.42109820459557
France,2022-11-09,28728,158,25688356,92.18739528138288
France,2022-11-10,35293,335,25723649,88.11488398841625
France,2022-11-11,29704,337,25753353,92.5832704535209
France,2022-11-12,34123,356,25787476,88.52645972810475
France,2022-11-13,31387,391,25818863,88.13867156407923
France,2022-11-14,29551,433,25848414,89.81631047133008
France,2022-11-15,31501,440,25879915,84.8231667355916
France,2022-11-16,39046,293,25918961,90.44846948907059
France,2022-11-17,31089,219,25950050,89.70688292861664
France,2022-11-18,36240,380,25986290,90.92496724813371
France,2022-11-19,34457,379,26020747,88.55874788481846
France,2022-11-20,34944,515,26055691,91.52169330862296
France,2022-11-21,26662,306,26082353,91.72848722946846
France,2022-11-22,29802,392,26112155,88.45486250248752
France,2022-11-23,25157,244,26137312,93.01109038381166
France,2022-11-24,27253,373,26164565,91.82694746403482
France,2022-11-25,27256,367,26191821,89.71142411472653
France,2022-11-26,24738,164,26216559,87.44193852756042
France,2022-11-27,24769,281,26241328,93.67620141592327
France,2022-11-28,20673,111,26262001,88.77722950522275
France,2022-11-29,22248,302,26284249,86.24656253863452
France,2022-11-30,16786,243,26301035,93.78088137031156
France,2022-12-01,22119,227,26323154,93.33968939449807
France,2022-12-02,21080,169,26344234,93.72623125548904
France,2022-12-03,33576,369,26377810,95.0
France,2022-12-04,25952,289,26403762,90.7954605190883
France,2022-12-05,29540,322,26433302,93.24814545143899
France,2022-12-06,33100,371,26466402,90.90068900218012
France,2022-12-07,32158,330,26498560,95.0
France,2022-12-08,35494,247,26534054,88.83580259362202
France,2022-12-09,34467,201,26568521,94.01375491278112
France,2022-12-10,44069,413,26612590,91.45077005996284
France,2022-12-11,40311,341,26652901,89.59574258692322
France,2022-12-12,32915,407,26685816,93.05691516236632
France,2022-12-13,40592,339,26726408,91.90777799452286
France,2022-12-14,46851,461,26773259,93.7212957828716
France,2022-12-15,49790,366,26823049,93.75418418748495
France,2022-12-16,32886,189,26855935,91.74023089527238
France,2022-12-17,39570,397,26895505,91.78019847425615
France,2022-12-18,38448,206,26933953,93.39736001909482
France,2022-12-19,45286,345,26979239,92.57484274402286
France,2022-12-20,38953,369,27018192,92.82381751194185
France,2022-12-21,45514,378,27063706,95.0
France,2022-12-22,36541,316,27100247,92.36352494451477
France,2022-12-23,38336,562,27138583,92.34675302182886
France,2022-12-24,41591,326,27180174,94.60425691723624
France,2022-12-25,32230,316,27212404,95.0
France,2022-12-26,30277,247,27242681,94.91340637277132
France,2022-12-27,34126,378,27276807,92.939194466939
France,2022-12-28,23852,201,27300659,93.5992953756747
France,2022-12-29,27933,283,27328592,95.0
France,2022-12-30,24876,274,27353468,93.78661410001065
France,2022-12-31,23915,342,27377383,91.91979381280242
Germany,2022-01-01,66947,724,66947,60.4127235426509
Germany,2022-01-02,81677,1127,148624,62.85318596064893
Germany,2022-01-03,105702,1187,254326,60.55853567643305
Germany,2022-01-04,98878,693,353204,58.46497670646513
Germany,2022-01-05,113971,1340,467175,60.594488546760246
Germany,2022-01-06,107121,1345,574296,58.848110377152544
Germany,2022-01-07,106020,1183,680316,59.71019084183714
Germany,2022-01-08,130919,1268,811235,59.50824248849913
Germany,2022-01-09,133012,935,944247,59.38876177786337
Germany,2022-01-10,138047,1470,1082294,62.94278709669761
Germany,2022-01-11,164674,2281,1246968,59.55136205824379
Germany,2022-01-12,152845,2160,1399813,58.28153371580716
Germany,2022-01-13,169606,1074,1569419,59.22527607089438
Germany,2022-01-14,159584,1377,1729003,60.83479026146784
Germany,2022-01-15,157624,1311,1886627,60.44311694724842
Germany,2022-01-16,172923,2471,2059550,61.54050089594213
Germany,2022-01-17,167519,2074,2227069,58.82021048707422
Germany,2022-01-18,157009,1229,2384078,58.7502471644689
Germany,2022-01-19,174739,2580,2558817,61.77238237716959
Germany,2022-01-20,170535,1593,2729352,59.0137102884917
Germany,2022-01-21,149259,2160,2878611,60.463684184269695
Germany,2022-01-22,139235,1749,3017846,57.811270404899716
Germany,2022-01-23,163214,1541,3181060,56.939077180513245
Germany,2022-01-24,127223,710,3308283,61.49989994130249
Germany,2022-01-25,129003,861,3437286,56.21997965763411
Germany,2022-01-26,110875,618,3548161,56.63684580046512
Germany,2022-01-27,131083,854,3679244,60.41520670280125
Germany,2022-01-28,133108,1223,3812352,62.00004343018564
Germany,2022-01-29,94538,949,3906890,63.312416504114594
Germany,2022-01-30,92496,803,3999386,60.19699669604936
Germany,2022-01-31,87377,875,4086763,60.675915056464234
Germany,2022-02-01,124919,1351,4211682,63.96687978386008
Germany,2022-02-02,140756,1346,4352438,63.623305712009554
Germany,2022-02-03,101441,1487,4453879,61.97010293874571
Germany,2022-02-04,149749,2041,4603628,63.48706040837269
Germany,2022-02-05,157362,1651,4760990,62.93095640033738
Germany,2022-02-06,202855,1428,4963845,62.565737850107595
Germany,2022-02-07,199102,1104,5162947,65.5249797897539
Germany,2022-02-08,205099,1622,5368046,63.95965407073366
Germany,2022-02-09,235826,1898,5603872,62.804027106558614
Germany,2022-02-10,215897,1722,5819769,62.5072331949709
Germany,2022-02-11,225182,1638,6044951,66.01649480637
Germany,2022-02-12,223969,3224,6268920,61.067507360493494
Germany,2022-02-13,211470,2941,6480390,62.87762312444195
Germany,2022-02-14,274062,4066,6754452,62.31424227688487
Germany,2022-02-15,221334,1514,6975786,64.96463896551089
Germany,2022-02-16,230053,2226,7205839,63.71895159509425
Germany,2022-02-17,211862,1116,7417701,66.86877705581706
Germany,2022-02-18,240865,2246,7658566,63.52710162390957
Germany,2022-02-19,195320,1736,7853886,68.2753897759278
Germany,2022-02-20,242675,3462,8096561,59.868703936788805
Germany,2022-02-21,214028,2039,8310589,64.12213416805183
Germany,2022-02-22,209531,1639,8520120,60.81958318640114
